likely_mpid,expt_gap,formula_x,mpid,formula_y,gap pbe,Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Cl,Co,Cr,Cs,Cu,Dy,Er,Eu,F,Fe,Ga,Gd,Ge,H,Hf,Hg,Ho,I,In,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,O,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Tc,Te,Th,Ti,Tl,Tm,U,V,W,Xe,Y,Yb,Zn,Zr,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
mp-1105457,2.98,TlCuCl3,,,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,81,64,32.2,19.52,17,64,94,30,84.4,11.52,94,35.453,204.3833,168.9303,74.85766,51.810256,35.453,171.6,1357.77,1186.17,489.914,381.9768,171.6,11,17,6,15,2.4,17,3,6,3,3.8,0.96,3,102,145,43,116.6,17.52,102,1.62,3.16,1.54,2.6,0.672,3.16,1,2,1,1.8,0.32,2,0,5,5,3.2,2.16,5,0,10,10,4,4.8,0,0,14,14,2.8,4.48,0,7,27,20,11.8,6.08,7,0,1,1,0.2,0.32,0,0,5,5,1.6,1.36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1.8,1.28,1,11.07,26.91,15.84,22.2945,4.4898,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0,0,0,0,0,64,225,161,122.2,69.84,64
mp-14090,1.07,TlCuSe2,mp-14090,TlCuSe2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,81,52,44.5,18.25,34,64,89,25,79.5,9.5,89,63.546,204.3833,140.8373,106.462325,48.9604875,78.96,494,1357.77,863.77,730.6925,313.53875,494,11,16,5,14,2,16,4,6,2,4.5,0.75,4,120,145,25,129.25,9.25,120,1.62,2.55,0.93,2.155,0.395,2.55,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,10,10,0,10,0,10,0,14,14,3.5,5.25,0,11,27,16,17.5,4.75,16,0,1,1,0.25,0.375,0,0,5,5,2.25,1.375,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.5,1.25,2,11.07,26.91,15.84,22.455,5.6925,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,225,211,111.75,97.75,14
mp-23415,0,TlFeI3,mp-23415,TlFeI3,0.1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,81,55,53.2,11.12,53,55,96,41,83.8,14.64,96,55.845,204.3833,148.5383,128.188342,30.4779832,126.90447,386.85,1811,1424.15,709.71,440.516,386.85,8,17,9,14.4,3.12,17,4,6,2,5,0.4,5,132,145,13,138.8,2.72,139,1.62,2.66,1.04,2.286,0.4488,2.66,2,2,0,2,0,2,0,5,5,3.2,2.16,5,6,10,4,9.2,1.28,10,0,14,14,2.8,4.48,0,8,27,19,17.2,3.92,17,0,0,0,0,0,0,0,5,5,1.6,1.36,1,0,4,4,0.8,1.28,0,0,0,0,0,0,0,1,5,4,2.4,1.68,1,10.73,43.015,32.285,33.337,11.6136,43.015,0,1.062,1.062,0.6372,0.50976,1.062,0,2.1106628,2.1106628,0.42213256,0.675412096,0,64,229,165,123,70.8,64
mp-4016,3.4,TlGaS2,mp-4016,TlGaS2,1.7885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,81,65,36,22.5,16,74,88,14,81.5,6.5,88,32.065,204.3833,172.3183,84.559075,59.9121125,32.065,302.91,577,274.09,414.1575,81.42125,388.36,13,16,3,14.5,1.5,16,3,6,3,4,1,3,105,145,40,119.25,14.25,105,1.62,2.58,0.96,2.1475,0.4325,2.58,2,2,0,2,0,2,1,4,3,2.5,1.5,4,0,10,10,5,5,0,0,14,14,3.5,5.25,0,6,27,21,13,7,6,0,0,0,0,0,0,2,5,3,3.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.5,1.5,2,18.8575,26.91,8.0525,24.3353125,2.73890625,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,0,64,194,130,99.5,47.25,70
mp-3785,1.8,TlGaTe2,mp-3785,TlGaTe2,0.5317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,31,81,50,54,13.5,52,74,90,16,82.5,7.5,90,69.723,204.3833,134.6603,132.326575,36.0283625,127.6,302.91,722.66,419.75,581.3075,141.3525,722.66,13,16,3,14.5,1.5,16,4,6,2,5,0.5,5,122,145,23,135.75,6.875,138,1.62,2.1,0.48,1.9075,0.1925,2.1,2,2,0,2,0,2,1,4,3,2.5,1.5,4,10,10,0,10,0,10,0,14,14,3.5,5.25,0,13,27,14,18,4.5,16,0,0,0,0,0,0,2,5,3,3.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.5,1.5,2,18.8575,34.76333333,15.90583333,28.82354167,5.939791667,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,0,64,194,130,140.5,38.25,152
mp-1204377,3.03,TlHg6S4Br5,,,2.14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,81,65,50,26.375,80,71,95,24,83.0625,9.9296875,71,32.065,204.3833,172.3183,120.9814563,70.13163828,200.59,234.32,577,342.68,304.085,76.251875,234.32,12,17,5,14.625,2.171875,12,3,6,3,4.625,1.203125,6,105,145,40,122.3125,10.1015625,132,1.62,2.96,1.34,2.42125,0.41609375,2,2,2,0,2,0,2,0,5,5,2.625,2.171875,0,0,10,10,7.5,3.75,10,0,14,14,6.125,6.890625,14,6,27,21,18.25,6.90625,26,0,0,0,0,0,0,0,5,5,1.125,0.921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1.125,0.921875,0,25.23758621,29.48,4.242413793,26.80518858,1.684858567,25.23758621,0,2.202,2.202,1.0058125,0.880085938,0,0,0,0,0,0,0,64,194,130,111.875,50.859375,166
mp-1202157,2.8,TlHg6Se4Br5,,,1.99,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,81,47,54.5,22.4375,80,71,95,24,83.3125,10.1484375,71,78.96,204.3833,125.4233,132.7052063,59.87335703,200.59,234.32,577,342.68,330.495,112.565625,234.32,12,17,5,14.625,2.171875,12,4,6,2,4.875,0.984375,6,120,145,25,126.0625,6.8203125,132,1.62,2.96,1.34,2.41375,0.40953125,2,2,2,0,2,0,2,0,5,5,2.625,2.171875,0,10,10,0,10,0,10,0,14,14,6.125,6.890625,14,16,27,11,20.75,4.71875,26,0,0,0,0,0,0,0,5,5,1.125,0.921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1.125,0.921875,0,25.23758621,29.48,4.242413793,26.83846983,1.659897629,25.23758621,0,1.457,1.457,0.6550625,0.573179687,0,0,0,0,0,0,0,14,194,180,97.875,63.109375,166
mp-1190524,1.74,TlInHgS3,,,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,81,65,43,27,16,71,88,17,81,7,88,32.065,204.3833,172.3183,102.6643833,70.59938333,32.065,234.32,577,342.68,401.025,68.23333333,388.36,12,16,4,14.33333333,1.666666667,16,3,6,3,4.333333333,1.333333333,3,105,145,40,122.3333333,17.33333333,105,1.62,2.58,0.96,2.19,0.39,2.58,2,2,0,2,0,2,0,4,4,2.333333333,1.666666667,4,0,10,10,5,5,0,0,14,14,4.666666667,6.222222222,0,6,27,21,14,8.333333333,6,0,0,0,0,0,0,0,5,5,2.666666667,1.555555556,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.666666667,1.555555556,2,24.26,26.91,2.65,25.6280352,0.586161398,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,0,70,194,124,118.1666667,48.16666667,70
mp-22791,0.62,TlInTe2,mp-22791,TlInTe2,0.5209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,49,81,32,58.5,11.25,52,75,90,15,82.75,7.25,90,114.818,204.3833,89.5653,143.600325,30.3914875,127.6,429.75,722.66,292.91,613.0175,109.6425,722.66,13,16,3,14.5,1.5,16,5,6,1,5.25,0.375,5,138,145,7,140.75,2.75,138,1.62,2.1,0.48,1.9,0.2,2.1,2,2,0,2,0,2,1,4,3,2.5,1.5,4,10,10,0,10,0,10,0,14,14,3.5,5.25,0,13,27,14,18,4.5,16,0,0,0,0,0,0,2,5,3,3.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.5,1.5,2,24.26,34.76333333,10.50333333,30.17416667,4.589166667,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,0,139,194,55,159.25,17.375,152
mp-870,3.58,TlN3,mp-870,TlN3,1.7592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,81,74,25.5,27.75,7,76,82,6,80.5,2.25,82,14.0067,204.3833,190.3766,61.60085,71.391225,14.0067,63.05,577,513.95,191.5375,192.73125,63.05,13,15,2,14.5,0.75,15,2,6,4,3,1.5,2,71,145,74,89.5,27.75,71,1.62,3.04,1.42,2.685,0.5325,3.04,2,2,0,2,0,2,1,3,2,2.5,0.75,3,0,10,10,2.5,3.75,0,0,14,14,3.5,5.25,0,5,27,22,10.5,8.25,5,0,0,0,0,0,0,3,5,2,3.5,0.75,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,3.5,0.75,3,14.76875,26.91,12.14125,17.8040625,4.55296875,14.76875,0,6.437,6.437,4.82775,2.413875,6.437,0,0,0,0,0,0,194,194,0,194,0,194
mp-561066,1.36,TlS,mp-561066,TlS,0.8102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,81,65,48.5,32.5,16,76,88,12,82,6,76,32.065,204.3833,172.3183,118.22415,86.15915,32.065,388.36,577,188.64,482.68,94.32,388.36,13,16,3,14.5,1.5,13,3,6,3,4.5,1.5,3,105,145,40,125,20,105,1.62,2.58,0.96,2.1,0.48,1.62,2,2,0,2,0,2,1,4,3,2.5,1.5,1,0,10,10,5,5,0,0,14,14,7,7,0,6,27,21,16.5,10.5,6,0,0,0,0,0,0,2,5,3,3.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.5,1.5,2,25.786875,26.91,1.123125,26.3484375,0.5615625,25.786875,0,2.202,2.202,1.101,1.101,0,0,0,0,0,0,0,70,194,124,132,62,70
mp-2556,0,TlSn,mp-2556,TlSn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,81,31,65.5,15.5,50,76,80,4,78,2,76,118.71,204.3833,85.6733,161.54665,42.83665,118.71,505.08,577,71.92,541.04,35.96,505.08,13,14,1,13.5,0.5,13,5,6,1,5.5,0.5,5,139,145,6,142,3,139,1.62,1.96,0.34,1.79,0.17,1.62,2,2,0,2,0,2,1,2,1,1.5,0.5,1,10,10,0,10,0,10,0,14,14,7,7,0,14,27,13,20.5,6.5,14,0,0,0,0,0,0,4,5,1,4.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,4.5,0.5,4,26.91,33.285,6.375,30.0975,3.1875,26.91,0,0,0,0,0,0,0,0,0,0,0,0,141,194,53,167.5,26.5,141
mp-2081,0,TlTe,mp-2081,TlTe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,52,81,29,66.5,14.5,52,76,90,14,83,7,76,127.6,204.3833,76.7833,165.99165,38.39165,127.6,577,722.66,145.66,649.83,72.83,577,13,16,3,14.5,1.5,13,5,6,1,5.5,0.5,5,138,145,7,141.5,3.5,138,1.62,2.1,0.48,1.86,0.24,1.62,2,2,0,2,0,2,1,4,3,2.5,1.5,1,10,10,0,10,0,10,0,14,14,7,7,0,16,27,11,21.5,5.5,16,0,0,0,0,0,0,2,5,3,3.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.5,1.5,2,26.91,34.76333333,7.853333333,30.83666667,3.926666667,26.91,0,0.464,0.464,0.232,0.232,0,0,0,0,0,0,0,152,194,42,173,21,152
mp-3262,0,Tm(CoSi)2,mp-3262,Tm(CoSi)2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,69,55,30.2,15.52,14,37,78,41,61.8,12.96,58,28.0855,168.93421,140.84871,68.59432,40.135956,28.0855,1687,1818,131,1745.6,46.88,1687,3,14,11,9.8,3.36,9,3,6,3,4,0.8,3,111,190,79,132.8,22.88,111,1.25,1.9,0.65,1.762,0.2048,1.88,2,2,0,2,0,2,0,2,2,0.8,0.96,0,0,7,7,2.8,3.36,0,0,13,13,2.6,4.16,0,4,15,11,8.2,3.36,4,0,0,0,0,0,0,0,4,4,1.6,1.92,0,0,3,3,1.2,1.44,0,0,1,1,0.2,0.32,0,1,4,3,3,0.8,3,10.245,29.78,19.535,18.23,6.388,10.245,0,0.773,0.773,0.3092,0.37104,0,0,1.5484712,1.5484712,0.61938848,0.743266176,0,194,227,33,207.2,15.84,194
mp-567808,0,Tm(CuGe)2,mp-567808,Tm(CuGe)2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,69,40,38.2,12.32,29,37,79,42,64.6,11.52,64,63.546,168.93421,105.38821,88.261242,32.2691872,63.546,1211.4,1818,606.6,1391.268,170.6928,1211.4,3,14,11,10.6,3.04,11,4,6,2,4.4,0.64,4,120,190,70,138.8,20.48,120,1.25,2.01,0.76,1.814,0.2256,1.9,1,2,1,1.6,0.48,1,0,2,2,0.8,0.96,0,0,10,10,8,3.2,10,0,13,13,2.6,4.16,0,11,15,4,13,1.6,11,0,1,1,0.4,0.48,0,0,4,4,1.6,1.92,0,0,0,0,0,0,0,0,1,1,0.2,0.32,0,1,4,3,2.2,1.44,1,11.07,29.78,18.71,19.586,6.8128,11.07,0,0.383,0.383,0.1532,0.18384,0,0,0,0,0,0,0,194,225,31,218.8,9.92,225
mp-640889,0.14,Tm(CuTe)3,mp-640889,Tm(CuTe)3,0.3841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,29,69,40,44.57142857,13.34693878,29,37,90,53,71.28571429,16.04081633,64,63.546,168.93421,105.38821,106.0531729,36.43471959,63.546,722.66,1818,1095.34,1151.327143,367.4289796,722.66,3,16,13,12,3.428571429,11,4,6,2,4.714285714,0.612244898,4,132,190,58,142.8571429,13.46938776,132,1.25,2.1,0.85,1.892857143,0.183673469,1.9,1,2,1,1.571428571,0.489795918,1,0,4,4,1.714285714,1.959183673,0,0,10,10,8.571428571,2.448979592,10,0,13,13,1.857142857,3.183673469,0,11,16,5,13.71428571,2.326530612,11,0,1,1,0.428571429,0.489795918,0,0,2,2,0.857142857,0.979591837,0,0,0,0,0,0,0,0,1,1,0.142857143,0.244897959,0,1,2,1,1.428571429,0.489795918,1,11.07,34.76333333,23.69333333,23.89714286,10.99469388,11.07,0,0.464,0.464,0.198857143,0.227265306,0,0,0,0,0,0,0,152,225,73,189.2857143,31.95918367,152
mp-2938,0,Tm(FeSi)2,mp-2938,Tm(FeSi)2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,69,55,29.8,15.68,14,37,78,41,60.6,13.92,55,28.0855,168.93421,140.84871,67.359042,40.6300672,28.0855,1687,1818,131,1762.8,60.64,1687,3,14,11,9.4,3.68,8,3,6,3,4,0.8,3,111,190,79,135.2,21.92,111,1.25,1.9,0.65,1.742,0.1968,1.83,2,2,0,2,0,2,0,2,2,0.8,0.96,0,0,6,6,2.4,2.88,0,0,13,13,2.6,4.16,0,4,15,11,7.8,3.04,4,0,0,0,0,0,0,0,4,4,1.6,1.92,0,0,4,4,1.6,1.92,0,0,1,1,0.2,0.32,0,1,4,3,3.4,0.96,4,10.73,29.78,19.05,18.424,6.1552,10.73,0,0.773,0.773,0.3092,0.37104,0,0,2.1106628,2.1106628,0.84426512,1.013118144,0,194,229,35,221.2,10.88,227
mp-570907,0,Tm(GeRu)2,mp-570907,Tm(GeRu)2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,69,37,44.2,9.92,32,37,79,42,61.4,14.08,56,72.64,168.93421,96.29421,103.270842,26.2653472,72.64,1211.4,2607,1395.6,1890.96,572.832,1211.4,3,14,11,9.4,3.68,8,4,6,2,4.8,0.64,4,120,190,70,144.4,19.52,120,1.25,2.2,0.95,1.934,0.2736,2.01,1,2,1,1.6,0.48,1,0,2,2,0.8,0.96,0,0,10,10,6.8,2.72,7,0,13,13,2.6,4.16,0,8,15,7,11.8,3.04,8,0,1,1,0.4,0.48,0,0,4,4,1.6,1.92,0,0,3,3,1.2,1.44,0,0,1,1,0.2,0.32,0,1,4,3,3.4,0.96,4,13.51,29.78,16.27,20.562,5.6416,13.51,0,0.383,0.383,0.1532,0.18384,0,0,0,0,0,0,0,194,225,31,206.4,14.88,194
mp-5641,0,Tm(MnGe)6,mp-5641,Tm(MnGe)6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,69,44,31.61538462,6.106508876,25,37,79,42,63.30769231,14.4852071,52,54.938045,168.93421,113.996165,71.87711385,15.63606355,54.938045,1211.4,1818,606.6,1400.030769,174.1207101,1211.4,3,14,11,9.923076923,3.763313609,7,4,6,2,4.153846154,0.284023669,4,120,190,70,134.1538462,13.06508876,120,1.25,2.01,0.76,1.739230769,0.249940828,1.55,2,2,0,2,0,2,0,2,2,0.923076923,0.99408284,0,0,10,10,6.923076923,2.840236686,5,0,13,13,1,1.846153846,0,7,15,8,10.84615385,3.550295858,7,0,0,0,0,0,0,0,4,4,1.846153846,1.98816568,0,0,5,5,2.307692308,2.485207101,0,0,1,1,0.076923077,0.142011834,0,1,5,4,4.230769231,0.710059172,4,10.48758621,29.78,19.29241379,17.74888594,6.702738217,10.48758621,0,0.383,0.383,0.176769231,0.190366864,0,0,0.000310121,0.000310121,0.000143133,0.000154143,0,194,225,31,218.9230769,5.609467456,217
mp-4195,0,Tm(NiGe)2,mp-4195,Tm(NiGe)2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,69,41,37.8,12.48,28,37,79,42,63.4,12.48,61,58.6934,168.93421,110.24081,86.320202,33.0456032,58.6934,1211.4,1818,606.6,1539.36,262.368,1211.4,3,14,11,10.2,3.04,10,4,6,2,4.4,0.64,4,120,190,70,135.6,21.76,120,1.25,2.01,0.76,1.818,0.2272,1.91,2,2,0,2,0,2,0,2,2,0.8,0.96,0,0,10,10,7.2,2.88,8,0,13,13,2.6,4.16,0,10,15,5,12.6,2.08,10,0,0,0,0,0,0,0,4,4,1.6,1.92,0,0,2,2,0.8,0.96,0,0,1,1,0.2,0.32,0,1,4,3,2.6,1.12,2,10.32,29.78,19.46,19.286,7.1728,10.32,0,0.383,0.383,0.1532,0.18384,0,0,0.5953947,0.5953947,0.23815788,0.285789456,0,194,225,31,218.8,9.92,225
